City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
663,Zhangye,CN,80.37,scattered clouds,38.9342,100.4517,Zhangye Lvzhou Holiday Inn
666,Gazli,UZ,83.84,clear sky,40.1333,63.45,UTG Uy-joy kommunal xoʻjaligi
668,Mamallapuram,IN,84.25,overcast clouds,12.6264,80.1722,Radisson Blu Resort Temple Bay Mamallapuram
671,San Cristobal,VE,73.58,overcast clouds,7.7669,-72.225,Pirineos
672,Miracema Do Tocantins,BR,80.56,broken clouds,-9.5618,-48.3967,Miami Apart Hotel
673,Monrovia,LR,75.63,overcast clouds,6.3005,-10.7969,Sunset Inn
677,South Lake Tahoe,US,80.49,overcast clouds,38.9332,-119.9844,Tahoe Lakeshore Lodge & Spa
678,Tazmalt,DZ,76.12,clear sky,36.3868,4.3989,Hôtel Numédia
683,Cabedelo,BR,70.47,clear sky,-6.9811,-34.8339,Pousada Camboinha
686,Regina,CA,73.04,scattered clouds,50.4501,-104.6178,Wingate by Wyndham Regina
